dataset_label,frag_id,sample_id,frag_size_char,frag_size_num,sample_eff,sample_design,species,abundance
Aguiar_2012,F1,1,16,16,1,standardized_fragment,Euglossa cordata,61
Aguiar_2012,F1,1,16,16,1,standardized_fragment,Euglossa securigera,1
Aguiar_2012,F1,1,16,16,1,standardized_fragment,Eulaema atleticana,1
Aguiar_2012,F1,1,16,16,1,standardized_fragment,Eulaema cingulata,19
Aguiar_2012,F1,1,16,16,1,standardized_fragment,Eulaema nigrita,67
Aguiar_2012,F1,1,16,16,1,standardized_fragment,Exaerete smaragdina,10
Aguiar_2012,F2,1,5.5,5.5,1,standardized_fragment,Euglossa cordata,39
Aguiar_2012,F2,1,5.5,5.5,1,standardized_fragment,Euglossa securigera,2
Aguiar_2012,F2,1,5.5,5.5,1,standardized_fragment,Eulaema cingulata,7
Aguiar_2012,F2,1,5.5,5.5,1,standardized_fragment,Eulaema nigrita,76
Aguiar_2012,F2,1,5.5,5.5,1,standardized_fragment,Exaerete smaragdina,5
Aguiar_2012,F3,1,4,4,1,standardized_fragment,Euglossa cordata,72
Aguiar_2012,F3,1,4,4,1,standardized_fragment,Euglossa despacta,1
Aguiar_2012,F3,1,4,4,1,standardized_fragment,Euglossa fimbriata,9
Aguiar_2012,F3,1,4,4,1,standardized_fragment,Euglossa securigera,55
Aguiar_2012,F3,1,4,4,1,standardized_fragment,Eulaema cingulata,26
Aguiar_2012,F3,1,4,4,1,standardized_fragment,Eulaema nigrita,49
Aguiar_2012,F4,1,7.6,7.6,1,standardized_fragment,Euglossa cordata,72
Aguiar_2012,F4,1,7.6,7.6,1,standardized_fragment,Euglossa despacta,3
Aguiar_2012,F4,1,7.6,7.6,1,standardized_fragment,Euglossa fimbriata,36
Aguiar_2012,F4,1,7.6,7.6,1,standardized_fragment,Euglossa securigera,37
Aguiar_2012,F4,1,7.6,7.6,1,standardized_fragment,Eulaema cingulata,55
Aguiar_2012,F4,1,7.6,7.6,1,standardized_fragment,Eulaema nigrita,60
Aguiar_2012,F4,1,7.6,7.6,1,standardized_fragment,Exaerete smaragdina,1
Aguiar_2012,F5,1,2,2,1,standardized_fragment,Euglossa cordata,83
Aguiar_2012,F5,1,2,2,1,standardized_fragment,Euglossa despacta,3
Aguiar_2012,F5,1,2,2,1,standardized_fragment,Euglossa fimbriata,44
Aguiar_2012,F5,1,2,2,1,standardized_fragment,Euglossa securigera,76
Aguiar_2012,F5,1,2,2,1,standardized_fragment,Eulaema cingulata,26
Aguiar_2012,F5,1,2,2,1,standardized_fragment,Eulaema nigrita,82
Aguiar_2012,F5,1,2,2,1,standardized_fragment,Exaerete smaragdina,2
Aguiar_2012,F6,1,6.6,6.6,1,standardized_fragment,Euglossa cordata,93
Aguiar_2012,F6,1,6.6,6.6,1,standardized_fragment,Euglossa despacta,1
Aguiar_2012,F6,1,6.6,6.6,1,standardized_fragment,Euglossa fimbriata,18
Aguiar_2012,F6,1,6.6,6.6,1,standardized_fragment,Euglossa securigera,42
Aguiar_2012,F6,1,6.6,6.6,1,standardized_fragment,Eulaema cingulata,25
Aguiar_2012,F6,1,6.6,6.6,1,standardized_fragment,Eulaema nigrita,62
Aguiar_2012,F6,1,6.6,6.6,1,standardized_fragment,Exaerete smaragdina,2
Aguiar_2012,F7,1,14,14,1,standardized_fragment,Euglossa annectans,3
Aguiar_2012,F7,1,14,14,1,standardized_fragment,Euglossa cordata,3
Aguiar_2012,F7,1,14,14,1,standardized_fragment,Euglossa securigera,8
Aguiar_2012,F7,1,14,14,1,standardized_fragment,Eulaema cingulata,22
Aguiar_2012,F7,1,14,14,1,standardized_fragment,Eulaema nigrita,32
Aguiar_2012,F8,1,12,12,1,standardized_fragment,Euglossa cordata,5
Aguiar_2012,F8,1,12,12,1,standardized_fragment,Euglossa fimbriata,4
Aguiar_2012,F8,1,12,12,1,standardized_fragment,Euglossa pleosticta,1
Aguiar_2012,F8,1,12,12,1,standardized_fragment,Euglossa securigera,17
Aguiar_2012,F8,1,12,12,1,standardized_fragment,Eulaema cingulata,18
Aguiar_2012,F8,1,12,12,1,standardized_fragment,Eulaema nigrita,30
Aguiar_2012,F9,1,18,18,1,standardized_fragment,Euglossa annectans,11
Aguiar_2012,F9,1,18,18,1,standardized_fragment,Euglossa cordata,5
Aguiar_2012,F9,1,18,18,1,standardized_fragment,Euglossa fimbriata,1
Aguiar_2012,F9,1,18,18,1,standardized_fragment,Euglossa securigera,8
Aguiar_2012,F9,1,18,18,1,standardized_fragment,Eulaema cingulata,23
Aguiar_2012,F9,1,18,18,1,standardized_fragment,Eulaema nigrita,44
Aizen_1994,continuous.forest1,1,continuous,NA,1,standardized_fragment,Anthophoridae sp. 8,2
Aizen_1994,continuous.forest1,1,continuous,NA,1,standardized_fragment,Apis mellifera,2
Aizen_1994,continuous.forest1,1,continuous,NA,1,standardized_fragment,Augochloras sp.,4
Aizen_1994,continuous.forest1,1,continuous,NA,1,standardized_fragment,Ceratina sp.,1
Aizen_1994,continuous.forest1,1,continuous,NA,1,standardized_fragment,Dialictus sp.,4
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Acamptopoeums sp.,1
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Andrenidae sp. 1,6
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Andrenidae sp. 4,2
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Anthophoridae sp. 1,4
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Anthophoridae sp. 8,2
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Arhysosageo chraceae,5
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Arhysosages sp. 1,1
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Augochloras sp.,12
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Augochloropsis sp. 2,1
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Caenaugochlora sp.,9
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Diadasia sp.,1
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Dialictus sp.,28
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Exomalopsis sp.,2
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Psaenythia sp.,1
Aizen_1994,continuous.forest2,1,continuous,NA,1,standardized_fragment,Spinoliella sp.,7
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Andrenidae sp. 1,2
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Anthophoridae sp. 12,1
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Anthophoridae sp. 13,1
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Anthophoridae sp. 3,19
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Anthophoridae sp. 4,2
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Anthophoridae sp. 9,1
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Arhysosageo chraceae,13
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Arhysosages sp. 1,22
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Augochloras sp.,17
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Augochloropsis sp. 2,2
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Dialictus sp.,11
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Epanthidiuma utumnale,1
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Halictillus sp.,1
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Lithurgus sp. 1,1
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Lithurguss sp. 2,2
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Megachilidae sp. 1,21
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Ptilothrixs sp.,7
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Spinoliella sp.,5
Aizen_1994,continuous.forest3,1,continuous,NA,1,standardized_fragment,Trigona sp.,1
Aizen_1994,large.fragment1,1,3.8,3.8,1,standardized_fragment,Apis mellifera,3
Aizen_1994,large.fragment1,1,3.8,3.8,1,standardized_fragment,Augochloropsis sp. 2,2
Aizen_1994,large.fragment1,1,3.8,3.8,1,standardized_fragment,Dialictus sp.,9
Aizen_1994,large.fragment2,1,3.2,3.2,1,standardized_fragment,Andrenidae sp. 1,1
Aizen_1994,large.fragment2,1,3.2,3.2,1,standardized_fragment,Anthophoridae sp. 1,2
Aizen_1994,large.fragment2,1,3.2,3.2,1,standardized_fragment,Anthophoridae sp. 10,1
Aizen_1994,large.fragment2,1,3.2,3.2,1,standardized_fragment,Anthophoridae sp. 8,1
Aizen_1994,large.fragment2,1,3.2,3.2,1,standardized_fragment,Apis mellifera,1
Aizen_1994,large.fragment2,1,3.2,3.2,1,standardized_fragment,Arhysosageo chraceae,2
Aizen_1994,large.fragment2,1,3.2,3.2,1,standardized_fragment,Arhysosages sp. 1,3
Aizen_1994,large.fragment2,1,3.2,3.2,1,standardized_fragment,Augochloras sp.,4
Aizen_1994,large.fragment2,1,3.2,3.2,1,standardized_fragment,Dialictus sp.,3
Aizen_1994,large.fragment2,1,3.2,3.2,1,standardized_fragment,Exomalopsis sp.,1
Aizen_1994,large.fragment2,1,3.2,3.2,1,standardized_fragment,Spinoliella sp.,4
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Andrenidae sp. 1,2
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Andrenidae sp. 2,2
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Andrenidae sp. 3,2
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Anthophoridae sp. 3,6
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Anthophoridae sp. 5,1
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Arhysosages sp. 1,3
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Arhysosages sp. 2,1
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Arhysosages sp. 3,1
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Augochloras sp.,12
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Augochloropsis sp. 2,1
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Dialictus sp.,14
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Halictillus sp.,4
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Lithurguss sp. 2,1
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Megachilidae sp. 1,5
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Ptilothrixs sp.,9
Aizen_1994,large.fragment3,1,2.2,2.2,1,standardized_fragment,Spinoliella sp.,7
Aizen_1994,small.fragment1,1,0.5,0.5,1,standardized_fragment,Andrenidae sp. 5,1
Aizen_1994,small.fragment1,1,0.5,0.5,1,standardized_fragment,Apis mellifera,1
Aizen_1994,small.fragment1,1,0.5,0.5,1,standardized_fragment,Augochloropsis sp. 2,1
Aizen_1994,small.fragment1,1,0.5,0.5,1,standardized_fragment,Dialictus sp.,6
Aizen_1994,small.fragment2,1,0.7,0.7,1,standardized_fragment,Andrenidae sp. 1,3
Aizen_1994,small.fragment2,1,0.7,0.7,1,standardized_fragment,Anthophoridae sp. 8,1
Aizen_1994,small.fragment2,1,0.7,0.7,1,standardized_fragment,Apis mellifera,2
Aizen_1994,small.fragment2,1,0.7,0.7,1,standardized_fragment,Arhysosageo chraceae,3
Aizen_1994,small.fragment2,1,0.7,0.7,1,standardized_fragment,Arhysosages sp. 1,4
Aizen_1994,small.fragment2,1,0.7,0.7,1,standardized_fragment,Caenaugochlora sp.,1
Aizen_1994,small.fragment2,1,0.7,0.7,1,standardized_fragment,Dialictus sp.,2
Aizen_1994,small.fragment2,1,0.7,0.7,1,standardized_fragment,Spinoliella sp.,1
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Acamptopoeums sp.,1
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Andrenidae sp. 1,4
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Andrenidae sp. 2,2
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Andrenidae sp. 3,2
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Anthophoridae sp. 12,1
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Anthophoridae sp. 3,3
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Anthophoridae sp. 9,1
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Apis mellifera,1
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Arhysosageo chraceae,2
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Arhysosages sp. 1,6
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Augochloras sp.,2
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Dialictus sp.,15
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Halictillus sp.,2
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Ptilothrixs sp.,3
Aizen_1994,small.fragment3,1,0.6,0.6,1,standardized_fragment,Spinoliella sp.,3
Almeida-Gomes_2014,CF1,1,7200,7200,1,standardized_fragment,Enyalius brasiliensis,9
Almeida-Gomes_2014,CF2,2,7200,7200,1,standardized_fragment,Ecpleopus gaudichaudii,2
Almeida-Gomes_2014,CF2,2,7200,7200,1,standardized_fragment,Enyalius brasiliensis,2
Almeida-Gomes_2014,CF2,2,7200,7200,1,standardized_fragment,Tupinambis merianae,1
Almeida-Gomes_2014,CF3,3,7200,7200,1,standardized_fragment,Ecpleopus gaudichaudii,2
Almeida-Gomes_2014,CF3,3,7200,7200,1,standardized_fragment,Enyalius brasiliensis,3
Almeida-Gomes_2014,F10,1,8,8,1,standardized_fragment,Ecpleopus gaudichaudii,1
Almeida-Gomes_2014,F10,1,8,8,1,standardized_fragment,Gymnodactylus darwinii,3
Almeida-Gomes_2014,F10,1,8,8,1,standardized_fragment,Mabuya macrorhyncha,1
Almeida-Gomes_2014,F11,1,7,7,1,standardized_fragment,Ecpleopus gaudichaudii,1
Almeida-Gomes_2014,F11,1,7,7,1,standardized_fragment,Tupinambis merianae,1
Almeida-Gomes_2014,F12,1,150,150,1,standardized_fragment,Ecpleopus gaudichaudii,4
Almeida-Gomes_2014,F12,1,150,150,1,standardized_fragment,Hamidactylus mabouia,1
Almeida-Gomes_2014,F3,1,200,200,1,standardized_fragment,Ecpleopus gaudichaudii,1
Almeida-Gomes_2014,F3,1,200,200,1,standardized_fragment,Enyalius brasiliensis,2
Almeida-Gomes_2014,F5,1,4.3,4.3,1,standardized_fragment,Gymnodactylus darwinii,2
Almeida-Gomes_2014,F6,1,56,56,1,standardized_fragment,Mabuya macrorhyncha,1
Almeida-Gomes_2014,F7,1,264,264,1,standardized_fragment,Ecpleopus gaudichaudii,6
Almeida-Gomes_2014,F7,1,264,264,1,standardized_fragment,Enyalius brasiliensis,1
Almeida-Gomes_2014,F7,1,264,264,1,standardized_fragment,Gymnodactylus darwinii,6
Almeida-Gomes_2014,F8,1,6,6,1,standardized_fragment,Gymnodactylus darwinii,2
Almeida-Gomes_2014,F8,1,6,6,1,standardized_fragment,Tupinambis merianae,1
Almeida-Gomes_2014,F9,1,4.1,4.1,1,standardized_fragment,Gymnodactylus darwinii,1
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Aphodius sp. 1,2
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Aphodius sp. 2,117
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Ateuchus sp. 2,83
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Ateuchus sp. 3,1
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Ateuchus sp. 5,3
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Ateuchus sp. 6,7
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Canthidium sp. 1,8
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Canthidium sp. 4,57
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Canthidium sp. 7,63
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Canthidium sp. 8,3
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Canthon triangularis (Drury),4
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Coprophanaeus lancifer (L.),1
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Deltochilum carinatum Westwood,4
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Deltochilum guyanensis Paulian,1
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Dichotomius boreus (Oliv.),3
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Dichotomius sp. 2,1
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Dichotomius subaeneus (Laporte),4
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Diehotomius lucasi (Luederwaldt),1
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Eurysternus caribaeus (Herbst),4
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Eurysternus hirtellus Dalman,2
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Onthophagus bidentatus Drapiez,974
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,sp. DD,3
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,sp. P,2
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,sp. W,2
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,sp. Y,7
Andresen_2003,cattle ranch Colosso:  1-CO (1 ha),1,1,1,3,pooled,Uroxys pygmaeus Harold,179
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Aphodius sp. 1,52
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Aphodius sp. 2,114
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Ateuchus sp. 2,707
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Ateuchus sp. 3,24
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Ateuchus sp. 4,1
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Ateuchus sp. 5,12
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Ateuchus sp. 6,14
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Canthidium sp. 1,31
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Canthidium sp. 2,1
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Canthidium sp. 4,793
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Canthidium sp. 5,1
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Canthidium sp. 7,298
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Canthidium sp. 8,63
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Canthidium sp. 9,6
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Canthon sordidum (Harold),1
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Canthon sp. 2,12
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Canthon sp. 3,2
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Canthon triangularis (Drury),215
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Coprophanaeus lancifer (L.),2
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Coprophanaeus sp. 1,1
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Cryptocanthon peckorum  Howden,1
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Deltochilum carinatum Westwood,9
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Deltochilum pseudoicarus Balthasar,1
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Dichotomius boreus (Oliv.),18
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Dichotomius sp. 1,20
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Dichotomius sp. 2,32
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Dichotomius subaeneus (Laporte),41
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Diehotomius lucasi (Luederwaldt),8
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Eurysternus caribaeus (Herbst),6
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Eurysternus elutinus Bates,2
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Neocanthidium atricolle (Preudh.),1
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Ontherus carinifrons Luederwaldt,6
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Onthophagus bidentatus Drapiez,925
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Onthophagus sp. 2,15
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Oxysternon durantoni Arnaud,1
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Oxysternon prox. silenum,3
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Phanaeus chalcomelas Perty,1
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Scybalocanthon pygidialis (Schmidt),25
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,sp. DD,2
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,sp. H,12
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,sp. P,22
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,sp. R,1
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,sp. W,30
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,sp. Y,13
Andresen_2003,cattle ranch Colosso: 10-CO (10 ha),1,10,10,5,pooled,Uroxys pygmaeus Harold,568
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Aphodius sp. 1,7
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Aphodius sp. 2,4
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Ateuchus sp. 2,32
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Ateuchus sp. 3,2
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Ateuchus sp. 6,6
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Canthidium sp. 1,1
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Canthidium sp. 4,1
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Canthidium sp. 7,50
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Canthidium sp. 8,42
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Canthidium sp. 9,1
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Canthon triangularis (Drury),8
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Dichotomius boreus (Oliv.),6
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Diehotomius lucasi (Luederwaldt),1
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Onthophagus bidentatus Drapiez,97
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,sp. GG,1
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,sp. P,2
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,sp. W,1
Andresen_2003,cattle ranch Porto Allegre - 1-PA (1 ha),1,1,1,3,pooled,Uroxys pygmaeus Harold,746
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Aphodius sp. 1,151
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Aphodius sp. 2,137
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Ateuchus sp. 2,733
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Ateuchus sp. 3,28
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Ateuchus sp. 4,1
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Ateuchus sp. 5,18
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Ateuchus sp. 6,212
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Ateuchus sp. 7,12
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Canthidium sp. 1,30
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Canthidium sp. 2,1
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Canthidium sp. 4,589
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Canthidium sp. 7,187
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Canthidium sp. 8,109
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Canthidium sp. 9,11
Andresen_2003,cattle ranch Porto Allegre - 10-PA (10 ha),1,10,10,5,pooled,Canthon sordidum (Harold),23
