dataset_label,frag_id,frag_size_char,frag_size_num,sample_design,N,N_std,S_obs,n_base,coverage,cov_base,S_std_mean,S_n_mean,S_PIE_mean,S_cov_mean,S_chao_mean,S_std_sd,S_n_sd,S_PIE_sd,S_cov_sd,S_chao_sd,exp_S_std_mean,exp_S_n_mean,exp_S_PIE_mean,exp_S_cov_mean,exp_S_chao_mean,exp_S_std_sd,exp_S_n_sd,exp_S_PIE_sd,exp_S_cov_sd,exp_S_chao_sd,z_S_std,z_S_n,z_S_PIE,z_S_cov,z_S_chao
Aguiar_2012,F5,2,2,standardized_fragment,316,316,7,136,1,0.9983189928560748,6.82,6.299478207315184,4.536232661233922,6.830465,6.917191455696202,0.4104171183750458,0.3570067342682174,0.14673570926635052,0.480666150792406,0.5077192101731486,5.58,5.589136411896474,3.2241352129655296,5.570355,5.594836956521739,0.49479704991341156,0.5061442268872456,0.3338153853986711,0.5073025313029017,0.5166831774879656,2.506077997467846,1.4034375138234143,3.9306080715883494,2.483941873429387,2.5593140183188243
Aguiar_2012,F3,4,4,standardized_fragment,212,212,6,136,1,0.9983189928560748,5.69,5.523431838342491,3.976790568806629,5.65414,5.69,0.46365383032156576,0.36909187330570675,0.19274180384969664,0.4579508547067393,0.46365383032156576,5.58,5.589136411896474,3.2241352129655296,5.570355,5.594836956521739,0.49479704991341156,0.5061442268872456,0.3338153853986711,0.5073025313029017,0.5166831774879656,0.22231337074311597,-0.12981393457367296,2.2547054113225298,0.16515785912760048,0.18418065000863673
Aguiar_2012,F2,5.5,5.5,standardized_fragment,129,129,5,136,1,0.9983189928560748,4.85,4.85204100261308,2.265006714795837,4.848,4.86984496124031,0.35796746153468745,0.35903884608037695,0.15563768166070077,0.37979360964825126,0.3854489115970145,5.58,5.589136411896474,3.2241352129655296,5.570355,5.594836956521739,0.49479704991341156,0.5061442268872456,0.3338153853986711,0.5073025313029017,0.5166831774879656,-1.475352369477039,-1.4562952022914164,-2.873230354629158,-1.4239136519677533,-1.4031654732910581
Aguiar_2012,F6,6.6,6.6,standardized_fragment,243,243,7,136,0.9959185050259731,0.9983189928560748,6.505,6.121733310426307,3.880947232881167,6.579675,6.669320987654321,0.5845369253395607,0.4756296393827792,0.21349565884725172,0.7489212539366139,0.7810977327159945,5.58,5.589136411896474,3.2241352129655296,5.570355,5.594836956521739,0.49479704991341156,0.5061442268872456,0.3338153853986711,0.5073025313029017,0.5166831774879656,1.8694533448852875,1.052263110468076,1.9675906163858086,1.9895820298940161,2.0795800559185196
Aguiar_2012,F4,7.6,7.6,standardized_fragment,264,264,7,136,1,0.9983189928560748,6.6,6.215353472148926,4.82110202201663,6.622965,6.697130681818182,0.5304781194129305,0.4037667279100872,0.15810277956460952,0.6317581782246819,0.6489120587363956,5.58,5.589136411896474,3.2241352129655296,5.570355,5.594836956521739,0.49479704991341156,0.5061442268872456,0.3338153853986711,0.5073025313029017,0.5166831774879656,2.061451255981614,1.2372304710529765,4.783982041881817,2.0749157259211546,2.1334035504225746
Aguiar_2012,F8,12,12,standardized_fragment,75,75,6,136,1,0.9983189928560748,5.595,5.649692406783746,3.6492588054974164,5.63994,5.662833333333333,0.5121390750184992,0.5800457095516396,0.34257376476651613,0.5913174681511646,0.602770242615267,5.58,5.589136411896474,3.2241352129655296,5.570355,5.594836956521739,0.49479704991341156,0.5061442268872456,0.3338153853986711,0.5073025313029017,0.5166831774879656,0.030315459646787807,0.11964177732439528,1.2735290556610133,0.13716667216559184,0.13160168508326955
Aguiar_2012,F7,14,14,standardized_fragment,68,68,5,136,1,0.9983189928560748,4.905,4.943338572840247,2.9411502542114873,4.927105,4.9493382352941175,0.2939507359675757,0.3351297004616502,0.29078297644697465,0.3442648623549335,0.34601900970131877,5.58,5.589136411896474,3.2241352129655296,5.570355,5.594836956521739,0.49479704991341156,0.5061442268872456,0.3338153853986711,0.5073025313029017,0.5166831774879656,-1.36419568410548,-1.2759166355168017,-0.8477289278206193,-1.2679810572755184,-1.2493124401029223
Aguiar_2012,F1,16,16,standardized_fragment,159,159,6,136,0.9875786163522012,0.9983189928560748,5.29,5.175705924397526,2.9177481056878025,5.432225,5.4937106918239,0.6694331210192606,0.6167445497559598,0.18719127185693443,0.8993563216777367,0.9331832379212293,5.58,5.589136411896474,3.2241352129655296,5.570355,5.594836956521739,0.49479704991341156,0.5061442268872456,0.3338153853986711,0.5073025313029017,0.5166831774879656,-0.5860988865045769,-0.8168234774532918,-0.9178339905208779,-0.2722832855677695,-0.1957219996778294
Aguiar_2012,F9,18,18,standardized_fragment,92,92,6,136,1,0.9983189928560748,5.58,5.589136411896474,3.2241352129655296,5.570355,5.594836956521739,0.49479704991341156,0.5061442268872456,0.3338153853986711,0.5073025313029017,0.5166831774879656,5.58,5.589136411896474,3.2241352129655296,5.570355,5.594836956521739,0.49479704991341156,0.5061442268872456,0.3338153853986711,0.5073025313029017,0.5166831774879656,0,0,0,0,0
Aizen_1994,small.fragment1,0.5,0.5,standardized_fragment,9,9,4,18,0.7037037037037037,0.8973512841141872,2.925,3.324479922856899,2.388154095904096,2.99767,3.456111111111111,0.7362645089474831,1.1333529511533538,0.9216011800763666,1.1416286176349186,1.3380429340015925,11.031666666666666,6.920890900276789,6.4050448764857455,8.429621666666666,13.669881460511034,1.10818040938505,0.5651953281125306,0.9830590153533927,1.1102823881748318,3.456368053332789,-7.315295053054769,-6.363129344027138,-4.086113567798009,-4.892405503789112,-2.955058660362092
